id,text_label,text,label,prediction
12779.json,half-true,"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.",1,0
5322.json,barely-true,"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",0,0
4832.json,pants-fire,An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,0,0
12077.json,FALSE,The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,0,0
9021.json,FALSE,"Under a bill before the legislature, youd have to go to court to fire an employee.",0,0
6158.json,TRUE,There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,1,0
8819.json,mostly-true,"In the entire public school system in Camden last year, only three students graduated college ready.",1,0
8141.json,TRUE,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",1,0
1254.json,FALSE,"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",0,0
6873.json,barely-true,This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,0,0
5031.json,half-true,George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,1,0
7976.json,half-true,Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,1,0
4997.json,mostly-true,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,1,0
11996.json,barely-true,U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.,0,0
675.json,half-true,"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.",1,0
11583.json,mostly-true,The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,1,0
10374.json,TRUE,"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.",1,0
5282.json,half-true,Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.,1,0
8600.json,half-true,"American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.",1,0
10447.json,FALSE,There were more people on welfare than working in 2013.,0,0
6940.json,barely-true,"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.",0,0
2354.json,TRUE,Says State Rep. Kristi Thibaut was an ACORN lobbyist.,1,0
9221.json,half-true,Atlanta is the No. 1 trading point for sexual slavery in America. Between 100 and 200 girls are sold into slavery in Atlanta every month.,1,0
6279.json,half-true,"According to a national survey, transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009.",1,0
8309.json,TRUE,"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.",1,0
7596.json,FALSE,Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.,0,0
11249.json,half-true,Im the only (Republican)candidate that has actually reduced the size of government.,1,0
13252.json,FALSE,"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",0,0
10469.json,mostly-true,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,1,0
11906.json,mostly-true,Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,1,0
7184.json,mostly-true,"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.",1,0
9652.json,barely-true,There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,0,0
13228.json,pants-fire,"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.",0,0
11032.json,pants-fire,Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,0,0
3097.json,TRUE,Texas leads the nation in the percentage of residents without health insurance.,1,0
1762.json,FALSE,This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,0,0
4373.json,pants-fire,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,0,0
8214.json,half-true,Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,1,0
6462.json,FALSE,Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,0,0
4479.json,half-true,"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",1,0
1532.json,mostly-true,"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.",1,0
6131.json,half-true,"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.",1,0
366.json,half-true,The DNC says McCain flip-flopped on whether the Iraq War would be easy.,1,0
5870.json,mostly-true,Says Ohio law gives tax breaks to rich people who own private jets.,1,0
2469.json,half-true,"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",1,0
6903.json,pants-fire,Says Paul Ryans budget plan ends Medicare.,0,0
12227.json,half-true,"In every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",1,0
6308.json,TRUE,Says New Hampshire has the third-highest property tax in the country.,1,0
724.json,TRUE,"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",1,0
13145.json,barely-true,Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.,0,0
11617.json,FALSE,59 percent of Americans today believe that Barack Obama is still a Muslim.,0,0
6853.json,FALSE,Carol Shea-Porter wants to increase taxes on small business and job creators.,0,0
176.json,barely-true,"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",0,0
5329.json,TRUE,A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,1,0
3469.json,FALSE,On whether the United States should intervene in Libya.,0,0
5705.json,half-true,99.97 percent of the kids live in poverty that attend Cleveland public schools.,1,0
2582.json,half-true,"John Kitzhaber created 128,000 new jobs while governor.",1,0
7659.json,mostly-true,Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,1,0
11073.json,barely-true,"Despite keeping distance from national media interviewers, I did local press all along, the last three months.",0,0
8510.json,pants-fire,"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",0,0
12045.json,mostly-true,"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",1,0
7942.json,pants-fire,"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.",0,0
12473.json,pants-fire,Says she was the first in her family to go to a four-year college.,0,0
8005.json,TRUE,"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.",1,0
195.json,TRUE,"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent.",1,0
1768.json,FALSE,"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""",0,0
9196.json,TRUE,Americans spend 6.1 billion hours a year on tax preparation.,1,0
8957.json,mostly-true,The budget I managed at the Department of Education was more than $60 million.,1,0
13247.json,FALSE,"We are now, for the first time ever, energy independent.",0,0
5659.json,TRUE,"Last year, Exxon pocketed nearly $4.7 million every hour.",1,0
1214.json,half-true,"AARP is ""the largest reseller of insurance in the country"" and ""has a vested interest in seeing that the market for reselling supplemental insurance expands.""",1,0
4692.json,pants-fire,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",0,0
5325.json,mostly-true,"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",1,0
4237.json,TRUE,Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,1,0
13019.json,barely-true,Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,0,0
12246.json,half-true,Youre in more trouble if you leave your pet in the car than if you leave your child in the car.,1,0
2540.json,FALSE,SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,0,0
4659.json,TRUE,On letting Occupy Atlanta protesters stay in Woodruff Park.,1,0
13313.json,half-true,What I have put forward does not add a penny to the debt.,1,0
10286.json,TRUE,"There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.",1,0
12813.json,mostly-true,"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",1,0
2474.json,mostly-true,"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",1,0
4153.json,mostly-true,Every president has raised the debt ceiling.,1,0
3255.json,FALSE,Limiting labor negotiations to only wages is how it is for the most part in the private sector.,0,0
9876.json,barely-true,"Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls",0,0
11681.json,half-true,The states have always defined marriage.,1,0
10192.json,FALSE,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.",0,0
545.json,half-true,"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",1,0
5688.json,half-true,"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.",1,0
8897.json,TRUE,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,1,0
2464.json,barely-true,State government spending will be increase 10.7 percent this year.,0,0
7030.json,barely-true,Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,0,0
10552.json,half-true,The FCCs net neutrality policy includes whatis essentially a massive tax increase.,1,0
4552.json,mostly-true,The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,1,0
6433.json,FALSE,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.",0,0
3095.json,mostly-true,More people die from medical misadventures than firearm accidents nationally and in Florida.,1,0
5897.json,FALSE,"When we took office, let me remind you, there was virtually no international pressure on Iran.",0,0
8822.json,mostly-true,The minimum wage is mostly an entry-level wage for young people.,1,0
6926.json,barely-true,Says six studies verify that the math adds up for Mitt Romneys tax plan.,0,0
10674.json,half-true,"In the United States, weve had 12 years in a row of wages declining.",1,0
2328.json,half-true,Charlie Crist has six different positions on ObamaCare.,1,0
1352.json,mostly-true,"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.",1,0
679.json,TRUE,"As governor, I've stood up to ... the big oil companies.",1,0
8094.json,mostly-true,"This year, were off to our best private-sector jobs growth since 1999.",1,0
5729.json,FALSE,"Says abortion doctors are flying into this state, performing abortions and flying out.",0,0
5228.json,mostly-true,Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,1,0
9842.json,mostly-true,There have been at least 100 shootings each year [Angel Taveras] has been mayor of Providence.,1,0
2089.json,TRUE,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,1,0
10200.json,half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,1,0
12908.json,barely-true,One in four inmates is an illegal immigrant.,0,0
9831.json,TRUE,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,1,0
12414.json,FALSE,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",0,0
1445.json,mostly-true,I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.,1,0
2132.json,barely-true,Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,0,0
3175.json,barely-true,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",0,0
4064.json,FALSE,On repeal of Wisconsins smoking ban,0,0
3520.json,mostly-true,Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,1,0
11744.json,half-true,"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.",1,0
6493.json,half-true,"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.",1,0
12201.json,barely-true,Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,0,0
11034.json,half-true,President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,1,0
486.json,TRUE,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",1,0
4807.json,TRUE,Says 51 percent of federal tax filers paid zero federal income tax.,1,0
8366.json,mostly-true,"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",1,0
4937.json,FALSE,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.",0,0
6979.json,barely-true,"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.",0,0
8333.json,TRUE,I would be the first Republican senator elected in New Jersey in 41 years.,1,0
10711.json,TRUE,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,1,0
3577.json,FALSE,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",0,0
1284.json,FALSE,President Bush never did one interview with the New York Times during his entire presidency.,0,0
1100.json,mostly-true,"14,000 Americans . . . lose their health insurance every single day.",1,0
11947.json,FALSE,"Mr. Trump is self-financing his campaign, so we dont have any donors.",0,0
3705.json,TRUE,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",1,0
6358.json,barely-true,"Embryonic stem cell research is at a dead end, with no one good example of a successful treatment.",0,0
9199.json,half-true,The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,1,0
13524.json,pants-fire,"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.",0,0
13262.json,barely-true,Says Libya Ambassador (Christopher) Stevens sent 600 requests for help in Benghazi.,0,0
7788.json,half-true,The Affordable Care Act is bringing the cost of health care in our country down.,1,0
11346.json,TRUE,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,1,0
1603.json,mostly-true,"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.",1,0
5702.json,mostly-true,"As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.",1,0
3886.json,mostly-true,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",1,0
3795.json,FALSE,The Providence teacher contract is one of the longest in the country.,0,0
8508.json,half-true,"In 1929, the Secretary of State shut down a program that was collecting information to protect America because it was unseemly, but that move led to millions and millions of deaths in World War II.",1,0
3838.json,FALSE,Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.,0,0
11980.json,half-true,The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,1,0
10828.json,TRUE,Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,1,0
7027.json,half-true,"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.",1,0
7263.json,TRUE,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,1,0
5521.json,TRUE,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,1,0
12441.json,TRUE,Vietnamese is the third most commonly spoken language in Texas.,1,0
3447.json,FALSE,"What we have now is the most generous, in my opinion, good time bill in the entire United States.",0,0
6116.json,barely-true,There is no Plan B if the transportation referendum is not passed by voters.,0,0
1283.json,pants-fire,"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy.""",0,0
3030.json,pants-fire,"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",0,0
11915.json,FALSE,"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.",0,0
8737.json,TRUE,Our economy still has three people looking for every job (opening).,1,0
5156.json,TRUE,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,1,0
10435.json,TRUE,Democrats have lost more than 900 state legislators since Barack Obama has been president.,1,0
2647.json,mostly-true,"Carly Fiorina, shes against banning assault weapons.",1,0
197.json,FALSE,"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.",0,0
12928.json,half-true,"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.",1,0
645.json,half-true,"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",1,0
4716.json,FALSE,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,0,0
9334.json,TRUE,"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.",1,0
3755.json,TRUE,Failure to raise the debt limit does not force a U.S. default on debt payments.,1,0
4340.json,FALSE,Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,0,0
12822.json,half-true,Says Donald Trump has defended World War II internment camps.,1,0
1886.json,mostly-true,Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,1,0
7967.json,mostly-true,"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",1,0
1862.json,FALSE,Turkey is an Arab country.,0,0
4076.json,barely-true,Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,0,0
11641.json,TRUE,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,1,0
5903.json,half-true,Says Lee Leffingwell raised property taxes 20 percent in three years.,1,0
3890.json,pants-fire,Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.,0,0
346.json,mostly-true,"8 years of the Clintons, major losses for Democrats across the nation.",1,0
11501.json,FALSE,92 percent of the jobs lost during Barack Obamas first term belonged to women.,0,0
9067.json,half-true,Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.,1,0
239.json,TRUE,"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",1,0
5451.json,FALSE,We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.,0,0
3871.json,FALSE,"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.",0,0
1458.json,barely-true,Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,0,0
2311.json,TRUE,Says a highway was closed in El Paso because of bullets flying across the border.,1,0
7179.json,FALSE,"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.",0,0
9247.json,mostly-true,95 percent of the income gains in the last few years have gone to the top 1 percent.,1,0
9873.json,TRUE,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.",1,0
11713.json,barely-true,We didnt go out and take information from the Hillary Clinton campaign.,0,0
1044.json,pants-fire,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",0,0
1919.json,half-true,On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,1,0
10402.json,FALSE,"Says Nikita Khrushchev brought an extra shoe to a United Nations session in 1960, which he banged on the desk in protest.",0,0
2879.json,half-true,"Low-flow toilets can cost homeowners up to $1,000 each.",1,0
5892.json,FALSE,Jim Renacci voted repeatedly to end Medicare.,0,0
1294.json,mostly-true,"Sen. Joe Liebermans home state has a public option which covers about 10,000 of its citizens that was introduced by its Republican governor.",1,0
3849.json,TRUE,"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.",1,0
7278.json,mostly-true,Wind powers nearly 13 million homes across the country.,1,0
7701.json,mostly-true,Says businesses pay roughly 60 percent of taxes in Texas.,1,0
1191.json,barely-true,Health insurance companies pay CEOs $24 million a year,0,0
10844.json,half-true,Every president since Franklin Delano Roosevelt has had fast-track trade authority.,1,0
13390.json,mostly-true,Says Donald Trump wants to deport our Dreamers.,1,0
11952.json,FALSE,Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.,0,0
5354.json,half-true,The majority of Americans are conservatives.,1,0
10487.json,mostly-true,Says a lawmaker seeks to defund Planned Parenthood for cutting children into small pieces.,1,0
6162.json,half-true,Obama has racked up more debt than any president in history over $5 trillion.,1,0
12926.json,half-true,Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,1,0
5256.json,half-true,Says with Gov. Chris Christie and bipartisan reformers New Jersey had the most job growth in 11 years.,1,0
3449.json,TRUE,Says Oregon is near the top or at the top of the list when it comes to capital gains tax,1,0
1411.json,TRUE,The No. 1 issue that the American people care about is getting America back to work.,1,0
4983.json,FALSE,Says in 1944 we were in debt more than twice as much as we are now.,0,0
6459.json,mostly-true,Says Ronda Storms voted to fund the Taj Mahal courthouse.,1,0
11665.json,mostly-true,"In France, they have a (surveillance) program a thousandfold more invasive than the United States.",1,0
13369.json,half-true,"One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.",1,0
959.json,TRUE,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,1,0
10333.json,mostly-true,"Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.",1,0
13382.json,FALSE,"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.",0,0
1722.json,half-true,"Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.",1,0
5808.json,FALSE,"Under a new law, doctors performing drug-induced abortions could be charged if women dont return to them for follow-up care",0,0
7125.json,TRUE,Says veterans disability claims backlog doubled in Obamas first term.,1,0
4862.json,barely-true,"At a minimum, 40 percent of those who view child pornography end up molesting children as a result.",0,0
13268.json,half-true,"In 67 different ways, Governor McCrory has raised taxes on middle income families.",1,0
5368.json,mostly-true,Romney adviser admits Romneycare was blueprint for Obamacare.,1,0
2641.json,pants-fire,Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,0,0
2787.json,barely-true,"Its hard to get people in Portland to vote yes on ballot measures, especially when theres opposition.",0,0
13464.json,FALSE,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me.,0,0
8885.json,TRUE,Some businesses in Oregon are having to shrink back their businesses as a result of the law.,1,0
13218.json,pants-fire,Says 11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument.,0,0
2302.json,half-true,"We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.",1,0
12184.json,mostly-true,I have 2 and a half million more votes than he (Sanders) does.,1,0
5919.json,FALSE,On abortion,0,0
3820.json,pants-fire,Members of Congress receive full pay retirement after serving one term.,0,0
4293.json,mostly-true,"Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.",1,0
7654.json,FALSE,"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.",0,0
5590.json,FALSE,Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.,0,0
7723.json,mostly-true,"Just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while theyre paying more and more at the gas pump and the grocery stores.",1,0
3478.json,TRUE,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,1,0
9547.json,half-true,David Perdue said hed raise taxes.,1,0
8545.json,FALSE,I am the first Latina to run for governor of Texas.,0,0
7709.json,FALSE,Says Every legislative district in the state has at least one craft brewery and countless home brewers.,0,0
8179.json,barely-true,"Wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.",0,0
2106.json,FALSE,"In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.",0,0
7142.json,mostly-true,"The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.",1,0
6016.json,mostly-true,"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.",1,0
10627.json,FALSE,"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.",0,0
4861.json,FALSE,"For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.",0,0
5460.json,TRUE,Rhode Island has the the second-most heavily deployed National Guard in the United States.,1,0
12391.json,pants-fire,"Says Demond Means, turnaround district superintendent for Milwaukee Public Schools, said the district needs to be gutted.",0,0
12420.json,half-true,"SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.",1,0
8850.json,mostly-true,Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.,1,0
11995.json,FALSE,"Says Mahatma Gandhi once said, First they ignore you, then they laugh at you, then they fight you, then you win.",0,0
8881.json,half-true,"Savings that I achieved helped fund cameras on the border. As a result, more than 21,500 arrests have been made and 46 tons of narcotics confiscated.",1,0
1630.json,mostly-true,The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.,1,0
7133.json,mostly-true,Says the number of Americans living at or below the poverty line is at its highest level since 1964.,1,0
7798.json,barely-true,The IRS will have the ability potentially to deny or delay health care.,0,0
3783.json,barely-true,"Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.",0,0
12938.json,mostly-true,"We admit about 100,000 permanent immigrants from the Middle East every year.",1,0
7793.json,mostly-true,Says paid family leave is a program that is standard in all but five nations around the world.,1,0
4627.json,FALSE,"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",0,0
5400.json,pants-fire,"Says in the last 20 years, the French have not stood by the United States on foreign policy.",0,0
4875.json,TRUE,"For the average middle-class family, your taxes today are lower than when I took office.",1,0
1867.json,half-true,"There's more than 100,000 people working at the Department of Agriculture. That's 1 employee for every 30 farmers.",1,0
12652.json,pants-fire,Says Attorney General Loretta Lynch was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.,0,0
13453.json,pants-fire,"Says thousands at a Manhattan rally for Donald Trump were chanting We hate Muslims, we hate blacks, we want our great country back.",0,0
538.json,mostly-true,"Barack Obama ""passed laws moving people from welfare to work.""",1,0
5965.json,mostly-true,"Says Mitt Romney is wrong to claim that spending under Obama has accelerated at a pace without precedent in recent history, because its actually risen slower than at any time in nearly 60 years.",1,0
6274.json,mostly-true,Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it.,1,0
11648.json,mostly-true,California has robust job growth that outpaces the rest of the nation.,1,0
1437.json,half-true,"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",1,0
1910.json,half-true,"The minute this proposal for near-beach oil drilling came up, I was against it.",1,0
9295.json,half-true,The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles.,1,0
2358.json,barely-true,"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.",0,0
9576.json,TRUE,"If youre a Mexican, you get sent back. ... But if youre from a noncontiguous country like the Central American countries then you can stay in the United States.",1,0
5716.json,TRUE,"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",1,0
13434.json,TRUE,Says Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.,1,0
